# Created by WEAP: 1/7/2021 1:47:49 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\monthly_CESM1-CAM5.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1950 - December 2099 (1,800 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: OR_W_Klamath (1,759,114 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (769,785 ha),  1000 - 2000 m (944,405 ha),  2000 - 3000 m (44,021 ha),  3000 - 4000 m (887 ha),  4000 - 5000 m (16 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

1950, 1, 3.276, 0.4361, -2.959, -10.6, -10.99, 201.2, 214.2, 205.3, 286.7, 292.9
1950, 2, 5.594, 2.744, -0.8207, -9.21, -9.605, 243, 262.8, 280.9, 417.3, 425
1950, 3, 7.863, 5.267, 2.019, -6.096, -6.492, 313.2, 340, 374.7, 523.7, 534.1
1950, 4, 8.849, 6.387, 3.04, -4.905, -5.287, 36.58, 35.65, 33.56, 57.75, 58.96
1950, 5, 14.8, 12.82, 10, 2.683, 2.3, 69.13, 71.96, 82.89, 80.97, 82.66
1950, 6, 20.7, 19.03, 16.13, 8.356, 7.97, 12.27, 14.55, 16.75, 10.22, 10.4
1950, 7, 18.73, 17, 14.11, 5.932, 5.544, 3.961, 4.809, 5.291, 5.256, 5.321
1950, 8, 20.12, 18.1, 14.77, 6.5, 6.112, 35.79, 48.31, 63.01, 46.8, 47.44
1950, 9, 18.43, 16.31, 13.21, 5.145, 4.756, 22.33, 23.71, 24.81, 28.81, 29.17
1950, 10, 12.3, 9.784, 6.389, -1.53, -1.916, 90.79, 100.1, 111.3, 161.1, 165.1
1950, 11, 5.694, 2.856, -0.5542, -8.129, -8.516, 106.7, 104.5, 98.12, 110.1, 112.3
1950, 12, 3.178, 0.3431, -2.866, -10.09, -10.48, 248.5, 234.5, 202.2, 156.5, 159.5
1951, 1, 1.8, -1.089, -4.389, -12.16, -12.55, 446.9, 448.9, 422.8, 426, 433.6
1951, 2, 4.587, 1.886, -1.396, -8.934, -9.318, 177, 180.6, 175.5, 152.5, 155.4
1951, 3, 3.664, 0.6997, -3.276, -12.03, -12.41, 115.8, 103.8, 90.85, 99.24, 101.2
1951, 4, 8.187, 5.767, 2.675, -5.292, -5.689, 101.9, 99.84, 106, 130.7, 133.3
1951, 5, 11.48, 9.249, 6.145, -1.615, -2.003, 70.91, 76.92, 92.34, 126.1, 128.7
1951, 6, 16.69, 14.92, 12.02, 4.469, 4.085, 18.35, 23.17, 36.93, 62.64, 63.41
1951, 7, 19.85, 18.16, 15.3, 7.146, 6.752, 12.34, 12.98, 10.76, 3.534, 3.482
1951, 8, 19.42, 17.51, 14.33, 5.986, 5.596, 7.16, 12.33, 26.51, 62.25, 63.47
1951, 9, 17.29, 15.09, 11.77, 3.62, 3.241, 3.238, 4.424, 4.765, 1.059, 1.064
1951, 10, 12.07, 9.63, 6.444, -1.23, -1.613, 143.5, 142.2, 141, 158.9, 162.5
1951, 11, 5.156, 2.427, -0.9234, -9.12, -9.509, 330.3, 340.9, 336.4, 376.2, 384.7
1951, 12, 2.279, -0.6219, -4.04, -10.84, -11.22, 132.2, 131.3, 115.6, 96.75, 98.35
1952, 1, 1.031, -1.967, -5.757, -13.26, -13.64, 68.11, 56.73, 38.52, 38.51, 39.2
1952, 2, 5.962, 3.326, 0.2112, -7.189, -7.574, 54.42, 49.04, 36.29, 32.85, 33.51
1952, 3, 8.415, 5.827, 2.577, -5.48, -5.869, 56.88, 52.47, 41.01, 38.74, 39.56
1952, 4, 8.893, 6.421, 3.118, -4.957, -5.351, 171.5, 170.9, 181.6, 299.3, 306.5
1952, 5, 11.83, 9.613, 6.461, -1.43, -1.816, 57.23, 52.6, 53.39, 65.86, 67.38
1952, 6, 17.5, 15.61, 12.56, 4.42, 4.031, 9.737, 10.56, 12.61, 10.38, 10.44
1952, 7, 19.01, 17.23, 14.24, 6.134, 5.749, 6.823, 8.268, 11.3, 17.73, 17.85
1952, 8, 21.24, 19.57, 16.57, 8.6, 8.211, 3.112, 3.048, 2.918, 0, 0
1952, 9, 17.34, 15.31, 12.15, 4.262, 3.881, 11.27, 13.48, 14.08, 17.42, 17.79
1952, 10, 10.31, 7.788, 4.483, -3.152, -3.541, 148.8, 149.8, 155.6, 151.5, 154.9
1952, 11, 4.101, 1.263, -2.243, -10.48, -10.88, 405.1, 434.1, 453.7, 541.1, 553.2
1952, 12, 1.732, -1.277, -5.012, -12.86, -13.24, 165.6, 150.7, 122.6, 100.4, 102.6
1953, 1, 0.5997, -2.446, -6.266, -14.29, -14.67, 400, 446.8, 472.2, 552.3, 563.2
1953, 2, 6.223, 3.404, -0.2261, -8.617, -9.002, 172.4, 175.6, 176.7, 184.2, 188
1953, 3, 10.35, 7.833, 4.494, -3.47, -3.855, 52.6, 47.09, 42.16, 62.26, 63.7
1953, 4, 7.706, 4.963, 1.421, -6.779, -7.173, 213.1, 211.3, 212.3, 362.4, 369.8
1953, 5, 14.52, 12.35, 9.169, 1.121, 0.7375, 24.27, 22.21, 21.44, 34.66, 35.29
1953, 6, 18.24, 16.32, 13.36, 5.303, 4.914, 13.76, 17.2, 21.85, 24.82, 25.17
1953, 7, 21.19, 19.64, 16.8, 8.705, 8.313, 1.394, 1.583, 1.108, 0.3668, 0.3605
1953, 8, 20.46, 18.75, 15.75, 7.851, 7.463, 0.7813, 0.4243, 0.03058, 0, 0
1953, 9, 17.31, 15.26, 12.08, 4.412, 4.032, 6.779, 7.025, 5.925, 3.722, 3.789
1953, 10, 14.95, 12.71, 9.716, 2.236, 1.86, 18.82, 19.54, 21.11, 30.85, 31.54
1953, 11, 7.079, 4.348, 0.9097, -6.589, -6.973, 47.42, 43.3, 42.16, 54.32, 55.48
1953, 12, 4.284, 1.336, -2.028, -8.955, -9.339, 115.4, 112, 98.84, 143.8, 146.5
1954, 1, 3.029, 0.0956, -3.223, -10.39, -10.77, 218.5, 220.4, 214.7, 229.1, 233.5
1954, 2, 2.959, -0.01887, -3.95, -12.56, -12.94, 186.6, 194.9, 204.8, 237.4, 241.4
1954, 3, 5.785, 3.002, -0.6635, -8.806, -9.191, 71.57, 71.29, 75.11, 97.83, 99.75
1954, 4, 9.335, 6.878, 3.723, -4.455, -4.85, 116.1, 115.6, 122.8, 207.2, 211.6
1954, 5, 12.15, 9.784, 6.579, -1.382, -1.773, 48.68, 55.62, 80.25, 94.4, 96.42
1954, 6, 14.92, 12.79, 9.626, 1.386, 0.9979, 28.34, 31.09, 36.44, 66.23, 67.21
1954, 7, 21.5, 19.85, 17.06, 9.016, 8.628, 2.621, 2.802, 2.323, 1.161, 1.168
1954, 8, 19.74, 17.94, 14.85, 6.63, 6.246, 5.7, 2.985, 0.6546, 0, 0
1954, 9, 17.06, 14.81, 11.5, 3.282, 2.898, 1.89, 2.391, 3.039, 5.288, 5.344
1954, 10, 12.03, 9.551, 6.223, -1.861, -2.252, 61.76, 65.69, 71.79, 119, 121.5
1954, 11, 7.262, 4.561, 1.212, -6.161, -6.549, 165.6, 155.5, 133.4, 140.2, 143.2
1954, 12, 2.969, 0.07528, -3.367, -10.89, -11.27, 187.7, 192.7, 200.9, 191.6, 195.6
1955, 1, -0.3901, -3.443, -7.239, -14.7, -15.07, 0.4656, 0.1948, 0.0226, 0, 0
1955, 2, 3.448, 0.6955, -2.636, -10.17, -10.56, 109.3, 109.6, 106.5, 110.1, 112
1955, 3, 3.21, 0.4306, -3.163, -11.91, -12.29, 200.5, 201.9, 212.7, 289.9, 296.2
1955, 4, 9.825, 7.54, 4.343, -3.442, -3.835, 94.34, 81.83, 72.11, 98.47, 100.6
1955, 5, 15.36, 13.45, 10.58, 3.026, 2.639, 7.607, 8.536, 11.26, 9.606, 9.838
1955, 6, 16.36, 14.43, 11.39, 3.11, 2.721, 23.33, 29.56, 46.64, 92.36, 93.64
1955, 7, 20.83, 19.37, 16.58, 8.489, 8.101, 0.05763, 0.07683, 0.4622, 3.325, 3.386
1955, 8, 18.52, 16.52, 13.3, 5.114, 4.73, 48.07, 51.39, 57.68, 31.02, 31.32
1955, 9, 17.23, 15.07, 11.79, 3.78, 3.405, 0.9765, 0.574, 0.05813, 0, 0
1955, 10, 10.2, 7.616, 4.269, -3.475, -3.868, 132.6, 136.1, 138.6, 134, 136.9
1955, 11, 6.264, 3.469, 0.05591, -7.382, -7.764, 144.2, 147.3, 148.9, 104.5, 106.7
1955, 12, 4.038, 1.209, -2.018, -8.692, -9.08, 361, 375.8, 359.4, 498.1, 508.6
1956, 1, 1.869, -1.098, -4.733, -12.56, -12.94, 74.47, 80.88, 78.17, 114.3, 116.7
