"DATE / TIME (PDT)","STORAGE AF",""
"01/01/1950","--",""
"02/01/1950","--",""
"03/01/1950","--",""
"04/01/1950","--",""
"05/01/1950","--",""
"06/01/1950","--",""
"07/01/1950","--",""
"08/01/1950","--",""
"09/01/1950","--",""
"10/01/1950","--",""
"11/01/1950","--",""
"12/01/1950","--",""
"01/01/1951","--",""
"02/01/1951","--",""
"03/01/1951","--",""
"04/01/1951","--",""
"05/01/1951","--",""
"06/01/1951","--",""
"07/01/1951","--",""
"08/01/1951","--",""
"09/01/1951","--",""
"10/01/1951","--",""
"11/01/1951","--",""
"12/01/1951","--",""
"01/01/1952","--",""
"02/01/1952","--",""
"03/01/1952","--",""
"04/01/1952","--",""
"05/01/1952","--",""
"06/01/1952","--",""
"07/01/1952","--",""
"08/01/1952","--",""
"09/01/1952","--",""
"10/01/1952","--",""
"11/01/1952","--",""
"12/01/1952","--",""
"01/01/1953","--",""
"02/01/1953","--",""
"03/01/1953","--",""
"04/01/1953","--",""
"05/01/1953","--",""
"06/01/1953","--",""
"07/01/1953","--",""
"08/01/1953","--",""
"09/01/1953","--",""
"10/01/1953","--",""
"11/01/1953","--",""
"12/01/1953","--",""
"01/01/1954","--",""
"02/01/1954","--",""
"03/01/1954","--",""
"04/01/1954","--",""
"05/01/1954","--",""
"06/01/1954","--",""
"07/01/1954","--",""
"08/01/1954","--",""
"09/01/1954","--",""
"10/01/1954","--",""
"11/01/1954","--",""
"12/01/1954","--",""
"01/01/1955","--",""
"02/01/1955","--",""
"03/01/1955","--",""
"04/01/1955","--",""
"05/01/1955","--",""
"06/01/1955","--",""
"07/01/1955","--",""
"08/01/1955","--",""
"09/01/1955","--",""
"10/01/1955","--",""
"11/01/1955","--",""
"12/01/1955","--",""
"01/01/1956","--",""
"02/01/1956","--",""
"03/01/1956","--",""
"04/01/1956","--",""
"05/01/1956","--",""
"06/01/1956","--",""
"07/01/1956","--",""
"08/01/1956","--",""
"09/01/1956","--",""
"10/01/1956","--",""
"11/01/1956","--",""
"12/01/1956","--",""
"01/01/1957","--",""
"02/01/1957","--",""
"03/01/1957","--",""
"04/01/1957","--",""
"05/01/1957","--",""
"06/01/1957","--",""
"07/01/1957","--",""
"08/01/1957","--",""
"09/01/1957","--",""
"10/01/1957","--",""
"11/01/1957","--",""
"12/01/1957","--",""
"01/01/1958","--",""
"02/01/1958","--",""
"03/01/1958","--",""
"04/01/1958","--",""
"05/01/1958","--",""
"06/01/1958","--",""
"07/01/1958","--",""
"08/01/1958","--",""
"09/01/1958","--",""
"10/01/1958","--",""
"11/01/1958","--",""
"12/01/1958","--",""
"01/01/1959","--",""
"02/01/1959","--",""
"03/01/1959","--",""
"04/01/1959","--",""
"05/01/1959","--",""
"06/01/1959","--",""
"07/01/1959","--",""
"08/01/1959","--",""
"09/01/1959","--",""
"10/01/1959","--",""
"11/01/1959","--",""
"12/01/1959","--",""
"01/01/1960","--",""
"02/01/1960","--",""
"03/01/1960","--",""
"04/01/1960","--",""
"05/01/1960","--",""
"06/01/1960","--",""
"07/01/1960","--",""
"08/01/1960","--",""
"09/01/1960","--",""
"10/01/1960","--",""
"11/01/1960","--",""
"12/01/1960","--",""
"01/01/1961","--",""
"02/01/1961","--",""
"03/01/1961","--",""
"04/01/1961","--",""
"05/01/1961","--",""
"06/01/1961","--",""
"07/01/1961","--",""
"08/01/1961","--",""
"09/01/1961","--",""
"10/01/1961","--",""
"11/01/1961","--",""
"12/01/1961","--",""
"01/01/1962","--",""
"02/01/1962","--",""
"03/01/1962","--",""
"04/01/1962","--",""
"05/01/1962","--",""
"06/01/1962","--",""
"07/01/1962","--",""
"08/01/1962","--",""
"09/01/1962","--",""
"10/01/1962","--",""
"11/01/1962","--",""
"12/01/1962","--",""
"01/01/1963","--",""
"02/01/1963","--",""
"03/01/1963","--",""
"04/01/1963","--",""
"05/01/1963","--",""
"06/01/1963","--",""
"07/01/1963","--",""
"08/01/1963","--",""
"09/01/1963","--",""
"10/01/1963","--",""
"11/01/1963","--",""
"12/01/1963","--",""
"01/01/1964","--",""
"02/01/1964","--",""
"03/01/1964","--",""
"04/01/1964","--",""
"05/01/1964","--",""
"06/01/1964","--",""
"07/01/1964","--",""
"08/01/1964","--",""
"09/01/1964","--",""
"10/01/1964","--",""
"11/01/1964","--",""
"12/01/1964","--",""
"01/01/1965","--",""
"02/01/1965","--",""
"03/01/1965","--",""
"04/01/1965","--",""
"05/01/1965","--",""
"06/01/1965","--",""
"07/01/1965","--",""
"08/01/1965","--",""
"09/01/1965","--",""
"10/01/1965","--",""
"11/01/1965","--",""
"12/01/1965","--",""
"01/01/1966","--",""
"02/01/1966","--",""
"03/01/1966","--",""
"04/01/1966","--",""
"05/01/1966","--",""
"06/01/1966","--",""
"07/01/1966","--",""
"08/01/1966","--",""
"09/01/1966","--",""
"10/01/1966","--",""
"11/01/1966","--",""
"12/01/1966","--",""
"01/01/1967","--",""
"02/01/1967","--",""
"03/01/1967","--",""
"04/01/1967","--",""
"05/01/1967","--",""
"06/01/1967","--",""
"07/01/1967","--",""
"08/01/1967","--",""
"09/01/1967","--",""
"10/01/1967","--",""
"11/01/1967","--",""
"12/01/1967","--",""
"01/01/1968","--",""
"02/01/1968","--",""
"03/01/1968","--",""
"04/01/1968","--",""
"05/01/1968","--",""
"06/01/1968","--",""
"07/01/1968","--",""
"08/01/1968","--",""
"09/01/1968","619,400",""
"10/01/1968","619,400",""
"11/01/1968","844,940",""
"12/01/1968","1,025,100",""
"01/01/1969","1,345,140",""
"02/01/1969","1,600,780",""
"03/01/1969","1,798,510",""
"04/01/1969","1,923,100",""
"05/01/1969","2,009,570",""
"06/01/1969","2,003,740",""
"07/01/1969","1,996,280",""
"08/01/1969","1,988,830",""
"09/01/1969","1,981,260",""
"10/01/1969","1,976,470",""
"11/01/1969","1,956,850",""
"12/01/1969","1,964,390",""
"01/01/1970","1,975,840",""
"02/01/1970","1,998,680",""
"03/01/1970","1,988,200",""
"04/01/1970","2,009,320",""
"05/01/1970","1,959,870",""
"06/01/1970","1,901,760",""
"07/01/1970","1,801,430",""
"08/01/1970","1,728,460",""
"09/01/1970","1,719,600",""
"10/01/1970","1,714,060",""
"11/01/1970","1,767,660",""
"12/01/1970","1,858,930",""
"01/01/1971","1,921,310",""
"02/01/1971","1,936,550",""
"03/01/1971","1,954,100",""
"04/01/1971","1,980,250",""
"05/01/1971","1,977,730",""
"06/01/1971","1,925,430",""
"07/01/1971","1,832,610",""
"08/01/1971","1,755,560",""
"09/01/1971","1,736,160",""
"10/01/1971","1,795,590",""
"11/01/1971","1,877,800",""
"12/01/1971","1,949,320",""
"01/01/1972","1,927,800",""
"02/01/1972","1,875,840",""
"03/01/1972","1,895,550",""
"04/01/1972","1,972,940",""
"05/01/1972","1,961,750",""
"06/01/1972","1,750,140",""
"07/01/1972","1,441,860",""
"08/01/1972","1,333,900",""
"09/01/1972","1,481,580",""
"10/01/1972","1,670,030",""
"11/01/1972","1,796,560",""
"12/01/1972","1,932,430",""
"01/01/1973","2,015,140",""
"02/01/1973","2,019,080",""
"03/01/1973","2,023,520",""
"04/01/1973","2,019,200",""
"05/01/1973","1,984,410",""
"06/01/1973","1,902,380",""
"07/01/1973","1,708,900",""
"08/01/1973","1,604,650",""
"09/01/1973","1,690,860",""
"10/01/1973","1,840,090",""
"11/01/1973","1,959,360",""
"12/01/1973","1,984,290",""
"01/01/1974","1,988,320",""
"02/01/1974","1,992,110",""
"03/01/1974","2,011,090",""
"04/01/1974","2,019,200",""
"05/01/1974","2,026,690",""
"06/01/1974","2,001,590",""
"07/01/1974","1,932,300",""
"08/01/1974","1,855,100",""
"09/01/1974","1,852,390",""
"10/01/1974","1,944,940",""
"11/01/1974","1,940,680",""
"12/01/1974","1,938,050",""
"01/01/1975","1,936,800",""
"02/01/1975","1,997,800",""
"03/01/1975","1,998,900",""
"04/01/1975","2,003,110",""
"05/01/1975","1,841,200",""
"06/01/1975","1,443,660",""
"07/01/1975","1,046,400",""
"08/01/1975","907,170",""
"09/01/1975","1,031,600",""
"10/01/1975","1,219,250",""
"11/01/1975","1,520,190",""
"12/01/1975","1,722,580",""
"01/01/1976","1,777,700",""
"02/01/1976","1,864,720",""
"03/01/1976","1,936,800",""
"04/01/1976","1,859,670",""
"05/01/1976","1,684,540",""
"06/01/1976","1,279,350",""
"07/01/1976","709,890",""
"08/01/1976","499,890",""
"09/01/1976","677,810",""
"10/01/1976","808,350",""
"11/01/1976","940,030",""
"12/01/1976","849,680",""
"01/01/1977","1,100,330",""
"02/01/1977","1,165,700",""
"03/01/1977","1,203,580",""
"04/01/1977","1,133,020",""
"05/01/1977","1,169,180",""
"06/01/1977","905,200",""
"07/01/1977","552,300",""
"08/01/1977","293,000",""
"09/01/1977","274,200",""
"10/01/1977","202,800",""
"11/01/1977","292,880",""
"12/01/1977","563,210",""
"01/01/1978","1,108,500",""
"02/01/1978","1,617,910",""
"03/01/1978","1,879,430",""
"04/01/1978","2,015,900",""
"05/01/1978","2,018,400",""
"06/01/1978","1,987,800",""
"07/01/1978","1,751,900",""
"08/01/1978","1,541,800",""
"09/01/1978","1,718,900",""
"10/01/1978","1,752,400",""
"11/01/1978","1,852,400",""
"12/01/1978","1,926,100",""
"01/01/1979","2,019,200",""
"02/01/1979","2,021,700",""
"03/01/1979","2,021,700",""
"04/01/1979","2,027,700",""
"05/01/1979","1,912,300",""
"06/01/1979","1,544,800",""
