"DATE / TIME (PDT)","STORAGE AF",""
"01/01/1950","--",""
"02/01/1950","--",""
"03/01/1950","--",""
"04/01/1950","--",""
"05/01/1950","--",""
"06/01/1950","--",""
"07/01/1950","--",""
"08/01/1950","--",""
"09/01/1950","--",""
"10/01/1950","--",""
"11/01/1950","--",""
"12/01/1950","--",""
"01/01/1951","--",""
"02/01/1951","--",""
"03/01/1951","--",""
"04/01/1951","--",""
"05/01/1951","--",""
"06/01/1951","--",""
"07/01/1951","--",""
"08/01/1951","--",""
"09/01/1951","--",""
"10/01/1951","--",""
"11/01/1951","--",""
"12/01/1951","--",""
"01/01/1952","--",""
"02/01/1952","--",""
"03/01/1952","--",""
"04/01/1952","--",""
"05/01/1952","--",""
"06/01/1952","--",""
"07/01/1952","--",""
"08/01/1952","--",""
"09/01/1952","--",""
"10/01/1952","--",""
"11/01/1952","--",""
"12/01/1952","--",""
"01/01/1953","--",""
"02/01/1953","--",""
"03/01/1953","--",""
"04/01/1953","--",""
"05/01/1953","--",""
"06/01/1953","--",""
"07/01/1953","--",""
"08/01/1953","--",""
"09/01/1953","--",""
"10/01/1953","--",""
"11/01/1953","--",""
"12/01/1953","--",""
"01/01/1954","--",""
"02/01/1954","--",""
"03/01/1954","--",""
"04/01/1954","--",""
"05/01/1954","--",""
"06/01/1954","--",""
"07/01/1954","--",""
"08/01/1954","--",""
"09/01/1954","--",""
"10/01/1954","--",""
"11/01/1954","--",""
"12/01/1954","--",""
"01/01/1955","--",""
"02/01/1955","--",""
"03/01/1955","--",""
"04/01/1955","--",""
"05/01/1955","--",""
"06/01/1955","--",""
"07/01/1955","--",""
"08/01/1955","--",""
"09/01/1955","--",""
"10/01/1955","--",""
"11/01/1955","--",""
"12/01/1955","--",""
"01/01/1956","--",""
"02/01/1956","--",""
"03/01/1956","--",""
"04/01/1956","--",""
"05/01/1956","--",""
"06/01/1956","--",""
"07/01/1956","--",""
"08/01/1956","--",""
"09/01/1956","--",""
"10/01/1956","--",""
"11/01/1956","--",""
"12/01/1956","--",""
"01/01/1957","--",""
"02/01/1957","--",""
"03/01/1957","--",""
"04/01/1957","--",""
"05/01/1957","--",""
"06/01/1957","--",""
"07/01/1957","--",""
"08/01/1957","--",""
"09/01/1957","--",""
"10/01/1957","--",""
"11/01/1957","--",""
"12/01/1957","--",""
"01/01/1958","--",""
"02/01/1958","--",""
"03/01/1958","--",""
"04/01/1958","--",""
"05/01/1958","--",""
"06/01/1958","--",""
"07/01/1958","--",""
"08/01/1958","--",""
"09/01/1958","--",""
"10/01/1958","--",""
"11/01/1958","--",""
"12/01/1958","--",""
"01/01/1959","--",""
"02/01/1959","--",""
"03/01/1959","--",""
"04/01/1959","--",""
"05/01/1959","--",""
"06/01/1959","--",""
"07/01/1959","--",""
"08/01/1959","--",""
"09/01/1959","--",""
"10/01/1959","--",""
"11/01/1959","--",""
"12/01/1959","--",""
"01/01/1960","--",""
"02/01/1960","--",""
"03/01/1960","--",""
"04/01/1960","--",""
"05/01/1960","--",""
"06/01/1960","--",""
"07/01/1960","--",""
"08/01/1960","--",""
"09/01/1960","--",""
"10/01/1960","--",""
"11/01/1960","--",""
"12/01/1960","--",""
"01/01/1961","--",""
"02/01/1961","--",""
"03/01/1961","--",""
"04/01/1961","--",""
"05/01/1961","--",""
"06/01/1961","--",""
"07/01/1961","--",""
"08/01/1961","--",""
"09/01/1961","--",""
"10/01/1961","--",""
"11/01/1961","--",""
"12/01/1961","--",""
"01/01/1962","--",""
"02/01/1962","--",""
"03/01/1962","--",""
"04/01/1962","--",""
"05/01/1962","--",""
"06/01/1962","--",""
"07/01/1962","--",""
"08/01/1962","--",""
"09/01/1962","--",""
"10/01/1962","--",""
"11/01/1962","--",""
"12/01/1962","--",""
"01/01/1963","--",""
"02/01/1963","--",""
"03/01/1963","--",""
"04/01/1963","--",""
"05/01/1963","--",""
"06/01/1963","--",""
"07/01/1963","--",""
"08/01/1963","--",""
"09/01/1963","--",""
"10/01/1963","--",""
"11/01/1963","--",""
"12/01/1963","--",""
"01/01/1964","--",""
"02/01/1964","--",""
"03/01/1964","--",""
"04/01/1964","--",""
"05/01/1964","--",""
"06/01/1964","--",""
"07/01/1964","--",""
"08/01/1964","--",""
"09/01/1964","--",""
"10/01/1964","--",""
"11/01/1964","--",""
"12/01/1964","--",""
"01/01/1965","--",""
"02/01/1965","--",""
"03/01/1965","--",""
"04/01/1965","--",""
"05/01/1965","--",""
"06/01/1965","--",""
"07/01/1965","--",""
"08/01/1965","--",""
"09/01/1965","--",""
"10/01/1965","--",""
"11/01/1965","--",""
"12/01/1965","--",""
"01/01/1966","--",""
"02/01/1966","--",""
"03/01/1966","--",""
"04/01/1966","--",""
"05/01/1966","--",""
"06/01/1966","--",""
"07/01/1966","--",""
"08/01/1966","--",""
"09/01/1966","--",""
"10/01/1966","--",""
"11/01/1966","--",""
"12/01/1966","--",""
"01/01/1967","--",""
"02/01/1967","--",""
"03/01/1967","--",""
"04/01/1967","--",""
"05/01/1967","--",""
"06/01/1967","--",""
"07/01/1967","--",""
"08/01/1967","--",""
"09/01/1967","--",""
"10/01/1967","--",""
"11/01/1967","--",""
"12/01/1967","--",""
"01/01/1968","--",""
"02/01/1968","--",""
"03/01/1968","--",""
"04/01/1968","--",""
"05/01/1968","--",""
"06/01/1968","--",""
"07/01/1968","--",""
"08/01/1968","--",""
"09/01/1968","--",""
"10/01/1968","--",""
"11/01/1968","--",""
"12/01/1968","--",""
"01/01/1969","--",""
"02/01/1969","--",""
"03/01/1969","--",""
"04/01/1969","--",""
"05/01/1969","--",""
"06/01/1969","--",""
"07/01/1969","--",""
"08/01/1969","--",""
"09/01/1969","--",""
"10/01/1969","--",""
"11/01/1969","--",""
"12/01/1969","--",""
"01/01/1970","--",""
"02/01/1970","--",""
"03/01/1970","--",""
"04/01/1970","--",""
"05/01/1970","--",""
"06/01/1970","--",""
"07/01/1970","--",""
"08/01/1970","--",""
"09/01/1970","--",""
"10/01/1970","--",""
"11/01/1970","--",""
"12/01/1970","--",""
"01/01/1971","--",""
"02/01/1971","--",""
"03/01/1971","--",""
"04/01/1971","--",""
"05/01/1971","--",""
"06/01/1971","--",""
"07/01/1971","--",""
"08/01/1971","--",""
"09/01/1971","--",""
"10/01/1971","--",""
"11/01/1971","--",""
"12/01/1971","--",""
"01/01/1972","--",""
"02/01/1972","--",""
"03/01/1972","--",""
"04/01/1972","--",""
"05/01/1972","--",""
"06/01/1972","--",""
"07/01/1972","--",""
"08/01/1972","--",""
"09/01/1972","--",""
"10/01/1972","--",""
"11/01/1972","--",""
"12/01/1972","--",""
"01/01/1973","--",""
"02/01/1973","--",""
"03/01/1973","--",""
"04/01/1973","--",""
"05/01/1973","--",""
"06/01/1973","--",""
"07/01/1973","--",""
"08/01/1973","--",""
"09/01/1973","--",""
"10/01/1973","--",""
"11/01/1973","--",""
"12/01/1973","--",""
"01/01/1974","--",""
"02/01/1974","--",""
"03/01/1974","--",""
"04/01/1974","--",""
"05/01/1974","--",""
"06/01/1974","--",""
"07/01/1974","--",""
"08/01/1974","--",""
"09/01/1974","--",""
"10/01/1974","--",""
"11/01/1974","--",""
"12/01/1974","--",""
"01/01/1975","--",""
"02/01/1975","--",""
"03/01/1975","--",""
"04/01/1975","--",""
"05/01/1975","--",""
"06/01/1975","--",""
"07/01/1975","--",""
"08/01/1975","--",""
"09/01/1975","12,000",""
"10/01/1975","12,000",""
"11/01/1975","12,800",""
"12/01/1975","12,100",""
"01/01/1976","17,800",""
"02/01/1976","37,400",""
"03/01/1976","59,600",""
"04/01/1976","55,900",""
"05/01/1976","41,900",""
"06/01/1976","9,830",""
"07/01/1976","5,250",""
"08/01/1976","4,590",""
"09/01/1976","3,460",""
"10/01/1976","3,458",""
"11/01/1976","3,458",""
"12/01/1976","3,458",""
"01/01/1977","3,458",""
"02/01/1977","3,458",""
"03/01/1977","6,590",""
"04/01/1977","4,568",""
"05/01/1977","4,568",""
"06/01/1977","5,323",""
"07/01/1977","3,587",""
"08/01/1977","2,995",""
"09/01/1977","2,995",""
"10/01/1977","2,995",""
"11/01/1977","2,995",""
"12/01/1977","9,680",""
"01/01/1978","79,908",""
"02/01/1978","64,747",""
"03/01/1978","54,064",""
"04/01/1978","69,265",""
"05/01/1978","96,325",""
"06/01/1978","112,980",""
"07/01/1978","90,223",""
"08/01/1978","29,000",""
"09/01/1978","43,578",""
"10/01/1978","45,769",""
"11/01/1978","38,037",""
"12/01/1978","52,336",""
"01/01/1979","55,129",""
"02/01/1979","81,787",""
"03/01/1979","106,871",""
"04/01/1979","174,420",""
"05/01/1979","289,314",""
"06/01/1979","281,799",""
"07/01/1979","215,371",""
"08/01/1979","153,520",""
"09/01/1979","115,920",""
"10/01/1979","127,700",""
"11/01/1979","157,000",""
"12/01/1979","181,700",""
"01/01/1980","282,500",""
"02/01/1980","400,000",""
"03/01/1980","384,600",""
"04/01/1980","257,000",""
"05/01/1980","237,800",""
"06/01/1980","351,500",""
"07/01/1980","329,900",""
"08/01/1980","276,900",""
"09/01/1980","276,900",""
"10/01/1980","268,900",""
"11/01/1980","285,900",""
"12/01/1980","316,000",""
"01/01/1981","340,800",""
"02/01/1981","371,700",""
"03/01/1981","420,800",""
"04/01/1981","404,200",""
"05/01/1981","383,800",""
"06/01/1981","305,700",""
"07/01/1981","219,000",""
"08/01/1981","149,400",""
"09/01/1981","124,300",""
"10/01/1981","141,100",""
