$DateFormat=yyyy-mm-dd,#Daily_mean_discharge_cfs
1960-06-01,48200
1960-06-02,55600
1960-06-03,59200
1960-06-04,59600
1960-06-05,63100
1960-06-06,62000
1960-06-07,58300
1960-06-08,53900
1960-06-09,49300
1960-06-10,45000
1960-06-11,41400
1960-06-12,46900
1960-06-13,50600
1960-06-14,50700
1960-06-15,52100
1960-06-16,58400
1960-06-17,65200
1960-06-18,73200
1960-06-19,73000
1960-06-20,62900
1960-06-21,50700
1960-06-22,55100
1960-06-23,55600
1960-06-24,42100
1960-06-25,38300
1960-06-26,41700
1960-06-27,42400
1960-06-28,48900
1960-06-29,33900
1960-06-30,36800
1960-07-01,40000
1960-07-02,38000
1960-07-03,40300
1960-07-04,39400
1960-07-05,41000
1960-07-06,35600
1960-07-07,29400
1960-07-08,28100
1960-07-09,23700
1960-07-10,26000
1960-07-11,22200
1960-07-12,25600
1960-07-13,26500
1960-07-14,23300
1960-07-15,26500
1960-07-16,19000
1960-07-17,14700
1960-07-18,16500
1960-07-19,15600
1960-07-20,15700
1960-07-21,18300
1960-07-22,16600
1960-07-23,14500
1960-07-24,11100
1960-07-25,13800
1960-07-26,13200
1960-07-27,11800
1960-07-28,11200
1960-07-29,11700
1960-07-30,10100
1960-07-31,9950
1960-08-01,12600
1960-08-02,10300
1960-08-03,11500
1960-08-04,11800
1960-08-05,15800
1960-08-06,6570
1960-08-07,7530
1960-08-08,11300
1960-08-09,11500
1960-08-10,14300
1960-08-11,15800
1960-08-12,13200
1960-08-13,7140
1960-08-14,5300
1960-08-15,10600
1960-08-16,9470
1960-08-17,8520
1960-08-18,6320
1960-08-19,9800
1960-08-20,3290
1960-08-21,3870
1960-08-22,6180
1960-08-23,4980
1960-08-24,4240
1960-08-25,4980
1960-08-26,6310
1960-08-27,3810
1960-08-28,4880
1960-08-29,5010
1960-08-30,4940
1960-08-31,4270
1960-09-01,9750
1960-09-02,9480
1960-09-03,3780
1960-09-04,2760
1960-09-05,3470
1960-09-06,6540
1960-09-07,9010
1960-09-08,8650
1960-09-09,11100
1960-09-10,7320
1960-09-11,6260
1960-09-12,10500
1960-09-13,13000
1960-09-14,9800
1960-09-15,9080
1960-09-16,9440
1960-09-17,4880
1960-09-18,2180
1960-09-19,7740
1960-09-20,9180
1960-09-21,8610
1960-09-22,6310
1960-09-23,6500
1960-09-24,6420
1960-09-25,5960
1960-09-26,9830
1960-09-27,9610
1960-09-28,7120
1960-09-29,9090
1960-09-30,8620
1960-10-01,7100
1960-10-02,5120
1960-10-03,9760
1960-10-04,6440
1960-10-05,5200
1960-10-06,5330
1960-10-07,6220
1960-10-08,5270
1960-10-09,4440
1960-10-10,8280
1960-10-11,8830
1960-10-12,7920
1960-10-13,7770
1960-10-14,5940
1960-10-15,2910
1960-10-16,80
1960-10-17,5850
1960-10-18,8180
1960-10-19,9900
1960-10-20,8870
1960-10-21,10500
1960-10-22,3560
1960-10-23,1830
1960-10-24,7320
1960-10-25,6550
1960-10-26,5600
1960-10-27,6390
1960-10-28,5580
1960-10-29,4560
1960-10-30,5020
1960-10-31,5020
1960-11-01,5380
1960-11-02,6630
1960-11-03,6020
1960-11-04,7080
1960-11-05,6680
1960-11-06,6360
1960-11-07,7920
1960-11-08,6370
1960-11-09,9230
1960-11-10,9020
1960-11-11,5950
1960-11-12,6660
1960-11-13,6410
1960-11-14,9060
1960-11-15,8070
1960-11-16,5720
1960-11-17,7620
1960-11-18,10600
1960-11-19,7470
1960-11-20,7640
1960-11-21,11400
1960-11-22,10700
1960-11-23,10000
1960-11-24,3500
1960-11-25,6800
1960-11-26,6990
1960-11-27,4150
1960-11-28,10800
1960-11-29,9210
1960-11-30,9420
1960-12-01,8590
1960-12-02,7860
1960-12-03,6940
1960-12-04,5750
1960-12-05,13400
1960-12-06,10800
1960-12-07,11100
1960-12-08,12300
1960-12-09,12600
1960-12-10,10100
1960-12-11,3630
1960-12-12,8910
1960-12-13,8140
1960-12-14,8440
1960-12-15,8520
1960-12-16,9360
1960-12-17,6310
1960-12-18,3820
1960-12-19,10600
1960-12-20,12900
1960-12-21,15000
1960-12-22,16600
1960-12-23,12000
1960-12-24,8170
1960-12-25,3080
1960-12-26,4820
1960-12-27,10800
1960-12-28,11700
1960-12-29,12200
1960-12-30,12400
1960-12-31,8740
1961-01-01,5560
1961-01-02,7980
1961-01-03,14800
1961-01-04,13900
1961-01-05,9430
1961-01-06,8580
1961-01-07,5130
1961-01-08,2730
1961-01-09,8980
1961-01-10,9220
1961-01-11,10500
1961-01-12,10700
1961-01-13,9550
1961-01-14,4770
1961-01-15,3460
1961-01-16,9460
1961-01-17,7980
1961-01-18,9160
1961-01-19,11600
1961-01-20,11800
1961-01-21,5950
1961-01-22,7150
1961-01-23,13500
1961-01-24,10500
1961-01-25,10700
1961-01-26,11200
1961-01-27,11400
1961-01-28,9240
1961-01-29,5920
1961-01-30,10200
1961-01-31,6270
1961-02-01,8670
1961-02-02,6790
1961-02-03,8350
1961-02-04,5190
1961-02-05,3590
1961-02-06,5390
1961-02-07,6240
1961-02-08,7030
1961-02-09,8840
1961-02-10,12600
1961-02-11,15600
1961-02-12,16000
1961-02-13,15800
1961-02-14,13600
1961-02-15,15500
1961-02-16,18000
1961-02-17,11900
1961-02-18,16500
1961-02-19,10700
1961-02-20,14800
1961-02-21,12300
1961-02-22,12600
1961-02-23,21700
1961-02-24,19200
1961-02-25,17400
1961-02-26,17100
1961-02-27,20200
1961-02-28,11300
1961-03-01,17400
1961-03-02,17700
1961-03-03,15800
1961-03-04,17500
1961-03-05,14700
1961-03-06,16000
1961-03-07,10800
1961-03-08,17000
1961-03-09,16300
1961-03-10,15900
1961-03-11,13900
1961-03-12,12500
1961-03-13,18200
1961-03-14,16100
1961-03-15,15400
1961-03-16,17100
1961-03-17,20200
1961-03-18,23600
1961-03-19,24900
1961-03-20,24200
1961-03-21,23000
1961-03-22,23000
1961-03-23,23800
1961-03-24,23300
1961-03-25,22600
1961-03-26,23300
1961-03-27,24100
1961-03-28,20500
1961-03-29,22700
1961-03-30,23600
1961-03-31,22800
1961-04-01,22400
1961-04-02,20300
1961-04-03,24400
1961-04-04,27200
1961-04-05,29200
1961-04-06,28800
1961-04-07,27700
1961-04-08,26500
1961-04-09,24900
1961-04-10,24900
1961-04-11,23900
1961-04-12,27400
1961-04-13,23500
1961-04-14,21500
1961-04-15,20800
1961-04-16,20400
1961-04-17,27200
1961-04-18,23800
1961-04-19,26200
1961-04-20,25300
1961-04-21,28700
1961-04-22,32100
1961-04-23,33000
1961-04-24,31400
1961-04-25,33300
1961-04-26,30800
1961-04-27,32400
1961-04-28,35500
1961-04-29,36500
1961-04-30,33300
1961-05-01,36100
1961-05-02,35000
1961-05-03,39400
1961-05-04,37400
1961-05-05,37900
1961-05-06,36000
1961-05-07,43600
1961-05-08,47400
1961-05-09,42100
1961-05-10,39900
1961-05-11,41700
1961-05-12,48100
1961-05-13,50500
1961-05-14,50900
1961-05-15,49300
1961-05-16,48400
1961-05-17,49200
1961-05-18,52000
1961-05-19,54300
1961-05-20,56000
1961-05-21,58700
1961-05-22,61600
1961-05-23,65800
1961-05-24,65800
1961-05-25,69100
1961-05-26,78800
1961-05-27,89200
1961-05-28,90600
1961-05-29,88000
1961-05-30,91600
1961-05-31,91900
1961-06-01,96200
1961-06-02,98000
1961-06-03,97200
1961-06-04,97600
1961-06-05,99700
1961-06-06,97200
1961-06-07,97200
1961-06-08,86000
1961-06-09,76200
1961-06-10,83600
1961-06-11,70200
1961-06-12,63800
1961-06-13,63000
1961-06-14,57200
1961-06-15,48900
1961-06-16,56500
1961-06-17,57100
1961-06-18,54800
1961-06-19,57800
1961-06-20,59800
1961-06-21,60300
1961-06-22,51100
1961-06-23,51200
1961-06-24,50300
1961-06-25,45200
1961-06-26,34800
1961-06-27,33700
1961-06-28,33500
1961-06-29,30400
1961-06-30,26600
1961-07-01,23000
1961-07-02,20200
1961-07-03,21500
1961-07-04,18000
1961-07-05,20200
1961-07-06,18100
1961-07-07,18200
1961-07-08,22600
1961-07-09,20600
1961-07-10,22600
1961-07-11,17400
1961-07-12,14700
1961-07-13,12900
1961-07-14,20600
1961-07-15,15300
1961-07-16,7830
1961-07-17,16000
1961-07-18,15300
1961-07-19,18200
1961-07-20,17900
1961-07-21,12500
1961-07-22,15500
1961-07-23,8100
1961-07-24,17400
1961-07-25,12900
1961-07-26,7160
1961-07-27,14200
1961-07-28,12700
1961-07-29,7050
1961-07-30,499
1961-07-31,2560
1961-08-01,7920
1961-08-02,6700
1961-08-03,7010
1961-08-04,11300
1961-08-05,6710
1961-08-06,5760
1961-08-07,5970
1961-08-08,5800
1961-08-09,6690
1961-08-10,9000
1961-08-11,8600
1961-08-12,9260
1961-08-13,4700
1961-08-14,7330
1961-08-15,4670
1961-08-16,5250
1961-08-17,7230
1961-08-18,7140
1961-08-19,8780
1961-08-20,10300
1961-08-21,7820
1961-08-22,7210
1961-08-23,4560
1961-08-24,4440
1961-08-25,3920
1961-08-26,1540
1961-08-27,449
1961-08-28,3670
1961-08-29,3070
1961-08-30,3550
