$DateFormat=yyyy-mm-dd,#Daily_mean_discharge_cfs
1974-06-01,1960
1974-06-02,2790
1974-06-03,3670
1974-06-04,5260
1974-06-05,7280
1974-06-06,6320
1974-06-07,5140
1974-06-08,3840
1974-06-09,3460
1974-06-10,3500
1974-06-11,4100
1974-06-12,4800
1974-06-13,5350
1974-06-14,5790
1974-06-15,6610
1974-06-16,5980
1974-06-17,5110
1974-06-18,5070
1974-06-19,5140
1974-06-20,4700
1974-06-21,4380
1974-06-22,4180
1974-06-23,3840
1974-06-24,3540
1974-06-25,3330
1974-06-26,3000
1974-06-27,2710
1974-06-28,2560
1974-06-29,2980
1974-06-30,3120
1974-07-01,3480
1974-07-02,3000
1974-07-03,2780
1974-07-04,2890
1974-07-05,2910
1974-07-06,2680
1974-07-07,2560
1974-07-08,2560
1974-07-09,2700
1974-07-10,2560
1974-07-11,2410
1974-07-12,2220
1974-07-13,2090
1974-07-14,2240
1974-07-15,2480
1974-07-16,2280
1974-07-17,2490
1974-07-18,2880
1974-07-19,2980
1974-07-20,2710
1974-07-21,2470
1974-07-22,2450
1974-07-23,2310
1974-07-24,2240
1974-07-25,2180
1974-07-26,2130
1974-07-27,2160
1974-07-28,2230
1974-07-29,2370
1974-07-30,2390
1974-07-31,2280
1974-08-01,2130
1974-08-02,2030
1974-08-03,2090
1974-08-04,2160
1974-08-05,2110
1974-08-06,1820
1974-08-07,1550
1974-08-08,1380
1974-08-09,1320
1974-08-10,1340
1974-08-11,1380
1974-08-12,1270
1974-08-13,1150
1974-08-14,1070
1974-08-15,1040
1974-08-16,1040
1974-08-17,1050
1974-08-18,1110
1974-08-19,1060
1974-08-20,980
1974-08-21,950
1974-08-22,955
1974-08-23,960
1974-08-24,960
1974-08-25,955
1974-08-26,959
1974-08-27,955
1974-08-28,999
1974-08-29,1040
1974-08-30,1060
1974-08-31,1030
1974-09-01,980
1974-09-02,928
1974-09-03,873
1974-09-04,880
1974-09-05,850
1974-09-06,800
1974-09-07,770
1974-09-08,759
1974-09-09,844
1974-09-10,925
1974-09-11,807
1974-09-12,682
1974-09-13,628
1974-09-14,604
1974-09-15,606
1974-09-16,596
1974-09-17,591
1974-09-18,590
1974-09-19,603
1974-09-20,616
1974-09-21,625
1974-09-22,619
1974-09-23,609
1974-09-24,602
1974-09-25,599
1974-09-26,585
1974-09-27,524
1974-09-28,507
1974-09-29,497
1974-09-30,484
1974-10-01,482
1974-10-02,541
1974-10-03,500
1974-10-04,474
1974-10-05,441
1974-10-06,421
1974-10-07,408
1974-10-08,406
1974-10-09,411
1974-10-10,411
1974-10-11,408
1974-10-12,397
1974-10-13,387
1974-10-14,378
1974-10-15,374
1974-10-16,381
1974-10-17,384
1974-10-18,380
1974-10-19,379
1974-10-20,419
1974-10-21,388
1974-10-22,360
1974-10-23,342
1974-10-24,342
1974-10-25,336
1974-10-26,330
1974-10-27,330
1974-10-28,360
1974-10-29,425
1974-10-30,366
1974-10-31,378
1974-11-01,388
1974-11-02,354
1974-11-03,300
1974-11-04,275
1974-11-05,270
1974-11-06,354
1974-11-07,549
1974-11-08,440
1974-11-09,420
1974-11-10,456
1974-11-11,400
1974-11-12,426
1974-11-13,483
1974-11-14,420
1974-11-15,390
1974-11-16,360
1974-11-17,402
1974-11-18,623
1974-11-19,646
1974-11-20,728
1974-11-21,1720
1974-11-22,1120
1974-11-23,1190
1974-11-24,1670
1974-11-25,1280
1974-11-26,968
1974-11-27,794
1974-11-28,674
1974-11-29,606
1974-11-30,561
1974-12-01,527
1974-12-02,527
1974-12-03,506
1974-12-04,574
1974-12-05,541
1974-12-06,547
1974-12-07,590
1974-12-08,540
1974-12-09,549
1974-12-10,558
1974-12-11,783
1974-12-12,745
1974-12-13,696
1974-12-14,674
1974-12-15,880
1974-12-16,1510
1974-12-17,1670
1974-12-18,1360
1974-12-19,1400
1974-12-20,5420
1974-12-21,6580
1974-12-22,3360
1974-12-23,2150
1974-12-24,1590
1974-12-25,1320
1974-12-26,1230
1974-12-27,1540
1974-12-28,1230
1974-12-29,1100
1974-12-30,1140
1974-12-31,954
1975-01-01,907
1975-01-02,820
1975-01-03,803
1975-01-04,861
1975-01-05,1200
1975-01-06,1380
1975-01-07,1090
1975-01-08,1090
1975-01-09,925
1975-01-10,825
1975-01-11,729
1975-01-12,1690
1975-01-13,3000
1975-01-14,3110
1975-01-15,2210
1975-01-16,1750
1975-01-17,6200
1975-01-18,13800
1975-01-19,5280
1975-01-20,3780
1975-01-21,3190
1975-01-22,2640
1975-01-23,3690
1975-01-24,3950
1975-01-25,3360
1975-01-26,2720
1975-01-27,2150
1975-01-28,1820
1975-01-29,1520
1975-01-30,1360
1975-01-31,1260
1975-02-01,1170
1975-02-02,1080
1975-02-03,1020
1975-02-04,960
1975-02-05,900
1975-02-06,870
1975-02-07,1000
1975-02-08,910
1975-02-09,920
1975-02-10,950
1975-02-11,930
1975-02-12,1560
1975-02-13,2380
1975-02-14,1710
1975-02-15,1380
1975-02-16,1230
1975-02-17,1080
1975-02-18,1010
1975-02-19,1140
1975-02-20,1230
1975-02-21,1040
1975-02-22,980
1975-02-23,1000
1975-02-24,1560
1975-02-25,1400
1975-02-26,1280
1975-02-27,1200
1975-02-28,1810
1975-03-01,2640
1975-03-02,3290
1975-03-03,3210
1975-03-04,2530
1975-03-05,2030
1975-03-06,1690
1975-03-07,1450
1975-03-08,1380
1975-03-09,1340
1975-03-10,1240
1975-03-11,1150
1975-03-12,1100
1975-03-13,1040
1975-03-14,980
1975-03-15,960
1975-03-16,960
1975-03-17,970
1975-03-18,1040
1975-03-19,1010
1975-03-20,930
1975-03-21,890
1975-03-22,851
1975-03-23,842
1975-03-24,797
1975-03-25,761
1975-03-26,752
1975-03-27,698
1975-03-28,680
1975-03-29,680
1975-03-30,788
1975-03-31,770
1975-04-01,716
1975-04-02,734
1975-04-03,689
1975-04-04,680
1975-04-05,648
1975-04-06,640
1975-04-07,648
1975-04-08,648
1975-04-09,680
1975-04-10,698
1975-04-11,752
1975-04-12,890
1975-04-13,1010
1975-04-14,950
1975-04-15,890
1975-04-16,900
1975-04-17,890
1975-04-18,920
1975-04-19,1060
1975-04-20,1030
1975-04-21,990
1975-04-22,1020
1975-04-23,1060
1975-04-24,1090
1975-04-25,1200
1975-04-26,1140
1975-04-27,1170
1975-04-28,1070
1975-04-29,1000
1975-04-30,1030
1975-05-01,1150
1975-05-02,1390
1975-05-03,1520
1975-05-04,1460
1975-05-05,1340
1975-05-06,1300
1975-05-07,1290
1975-05-08,1380
1975-05-09,1880
1975-05-10,3040
1975-05-11,3950
1975-05-12,3460
1975-05-13,3330
1975-05-14,3880
1975-05-15,3900
1975-05-16,3610
1975-05-17,3480
1975-05-18,3550
1975-05-19,3440
1975-05-20,3020
1975-05-21,2760
1975-05-22,2620
1975-05-23,2640
1975-05-24,3000
1975-05-25,2740
1975-05-26,2620
1975-05-27,2620
1975-05-28,2640
1975-05-29,2680
1975-05-30,2930
1975-05-31,3630
1975-06-01,3990
1975-06-02,4740
1975-06-03,4290
1975-06-04,3860
1975-06-05,3950
1975-06-06,3860
1975-06-07,3550
1975-06-08,3040
1975-06-09,2770
1975-06-10,2770
1975-06-11,2960
1975-06-12,3250
1975-06-13,3480
1975-06-14,3670
1975-06-15,3820
1975-06-16,3670
1975-06-17,3250
1975-06-18,2830
1975-06-19,2760
1975-06-20,2960
1975-06-21,3140
1975-06-22,2980
1975-06-23,2680
1975-06-24,2910
1975-06-25,3000
1975-06-26,2850
1975-06-27,2700
1975-06-28,2530
1975-06-29,2280
1975-06-30,2130
1975-07-01,2170
1975-07-02,2300
1975-07-03,2570
1975-07-04,2950
1975-07-05,3570
1975-07-06,3910
1975-07-07,3840
1975-07-08,3760
1975-07-09,3760
1975-07-10,3760
1975-07-11,3740
1975-07-12,3480
1975-07-13,2950
1975-07-14,2580
1975-07-15,2340
1975-07-16,2190
1975-07-17,2050
1975-07-18,1810
1975-07-19,1630
1975-07-20,1620
1975-07-21,1670
1975-07-22,1630
1975-07-23,1600
1975-07-24,1620
1975-07-25,1630
1975-07-26,1620
1975-07-27,1690
1975-07-28,1690
1975-07-29,1500
1975-07-30,1360
1975-07-31,1250
1975-08-01,1170
1975-08-02,1170
1975-08-03,1170
1975-08-04,1180
1975-08-05,1200
1975-08-06,1160
1975-08-07,1090
1975-08-08,1050
1975-08-09,1020
1975-08-10,980
1975-08-11,960
1975-08-12,950
1975-08-13,950
1975-08-14,950
1975-08-15,970
1975-08-16,970
1975-08-17,930
1975-08-18,1630
1975-08-19,1320
1975-08-20,1130
1975-08-21,1010
1975-08-22,940
1975-08-23,1330
1975-08-24,1400
1975-08-25,1140
1975-08-26,1040
1975-08-27,1010
1975-08-28,1000
1975-08-29,990
1975-08-30,960
1975-08-31,990
1975-09-01,880
1975-09-02,815
1975-09-03,770
1975-09-04,725
1975-09-05,734
1975-09-06,752
1975-09-07,797
1975-09-08,788
1975-09-09,734
1975-09-10,734
1975-09-11,730
1975-09-12,730
1975-09-13,740
1975-09-14,760
1975-09-15,800
1975-09-16,800
1975-09-17,770
1975-09-18,700
1975-09-19,620
1975-09-20,600
1975-09-21,580
1975-09-22,590
1975-09-23,600
1975-09-24,590
1975-09-25,570
1975-09-26,550
1975-09-27,540
1975-09-28,540
1975-09-29,510
1975-09-30,490
1975-10-01,500
1975-10-02,600
1975-10-03,650
1975-10-04,700
1975-10-05,600
1975-10-06,580
1975-10-07,504
1975-10-08,456
1975-10-09,512
1975-10-10,552
1975-10-11,472
1975-10-12,440
1975-10-13,419
1975-10-14,419
1975-10-15,600
1975-10-16,520
1975-10-17,584
1975-10-18,860
1975-10-19,1210
1975-10-20,1220
1975-10-21,1100
1975-10-22,1010
1975-10-23,950
1975-10-24,860
1975-10-25,1170
1975-10-26,1460
1975-10-27,1140
1975-10-28,1060
1975-10-29,1650
1975-10-30,2340
1975-10-31,1850
1975-11-01,1650
1975-11-02,1770
1975-11-03,2070
1975-11-04,1820
1975-11-05,1630
1975-11-06,1550
1975-11-07,1400
1975-11-08,1250
1975-11-09,1100
1975-11-10,1000
