$DateFormat=yyyy-mm-dd,#Daily_mean_discharge_cfs
1958-10-01,280
1958-10-02,280
1958-10-03,280
1958-10-04,280
1958-10-05,280
1958-10-06,280
1958-10-07,280
1958-10-08,280
1958-10-09,280
1958-10-10,280
1958-10-11,275
1958-10-12,275
1958-10-13,275
1958-10-14,266
1958-10-15,266
1958-10-16,266
1958-10-17,270
1958-10-18,302
1958-10-19,542
1958-10-20,405
1958-10-21,330
1958-10-22,306
1958-10-23,298
1958-10-24,288
1958-10-25,280
1958-10-26,275
1958-10-27,275
1958-10-28,270
1958-10-29,270
1958-10-30,266
1958-10-31,266
1958-11-01,270
1958-11-02,270
1958-11-03,284
1958-11-04,464
1958-11-05,497
1958-11-06,650
1958-11-07,734
1958-11-08,713
1958-11-09,741
1958-11-10,713
1958-11-11,554
1958-11-12,480
1958-11-13,1370
1958-11-14,1210
1958-11-15,832
1958-11-16,650
1958-11-17,578
1958-11-18,644
1958-11-19,3000
1958-11-20,2100
1958-11-21,1300
1958-11-22,1000
1958-11-23,832
1958-11-24,734
1958-11-25,644
1958-11-26,590
1958-11-27,536
1958-11-28,502
1958-11-29,480
1958-11-30,458
1958-12-01,464
1958-12-02,458
1958-12-03,492
1958-12-04,475
1958-12-05,448
1958-12-06,442
1958-12-07,560
1958-12-08,818
1958-12-09,1120
1958-12-10,956
1958-12-11,1100
1958-12-12,1400
1958-12-13,1080
1958-12-14,892
1958-12-15,776
1958-12-16,685
1958-12-17,626
1958-12-18,578
1958-12-19,548
1958-12-20,514
1958-12-21,548
1958-12-22,502
1958-12-23,480
1958-12-24,475
1958-12-25,548
1958-12-26,664
1958-12-27,1050
1958-12-28,876
1958-12-29,825
1958-12-30,964
1958-12-31,924
1959-01-01,853
1959-01-02,797
1959-01-03,706
1959-01-04,650
1959-01-05,644
1959-01-06,626
1959-01-07,596
1959-01-08,632
1959-01-09,727
1959-01-10,1240
1959-01-11,1450
1959-01-12,2820
1959-01-13,1870
1959-01-14,1320
1959-01-15,1080
1959-01-16,988
1959-01-17,908
1959-01-18,846
1959-01-19,811
1959-01-20,762
1959-01-21,713
1959-01-22,678
1959-01-23,664
1959-01-24,1140
1959-01-25,1170
1959-01-26,1060
1959-01-27,3740
1959-01-28,3550
1959-01-29,2210
1959-01-30,1630
1959-01-31,1310
1959-02-01,1160
1959-02-02,1030
1959-02-03,940
1959-02-04,876
1959-02-05,811
1959-02-06,783
1959-02-07,741
1959-02-08,692
1959-02-09,685
1959-02-10,664
1959-02-11,638
1959-02-12,602
1959-02-13,584
1959-02-14,734
1959-02-15,853
1959-02-16,1050
1959-02-17,1240
1959-02-18,1100
1959-02-19,1100
1959-02-20,1030
1959-02-21,940
1959-02-22,876
1959-02-23,818
1959-02-24,769
1959-02-25,727
1959-02-26,713
1959-02-27,727
1959-02-28,769
1959-03-01,884
1959-03-02,868
1959-03-03,818
1959-03-04,769
1959-03-05,720
1959-03-06,685
1959-03-07,657
1959-03-08,650
1959-03-09,644
1959-03-10,620
1959-03-11,596
1959-03-12,620
1959-03-13,650
1959-03-14,626
1959-03-15,602
1959-03-16,590
1959-03-17,638
1959-03-18,678
1959-03-19,720
1959-03-20,678
1959-03-21,727
1959-03-22,748
1959-03-23,748
1959-03-24,734
1959-03-25,748
1959-03-26,1040
1959-03-27,956
1959-03-28,900
1959-03-29,1000
1959-03-30,1600
1959-03-31,1500
1959-04-01,1500
1959-04-02,1600
1959-04-03,1500
1959-04-04,1400
1959-04-05,1300
1959-04-06,1200
1959-04-07,1100
1959-04-08,1000
1959-04-09,1000
1959-04-10,950
1959-04-11,950
1959-04-12,900
1959-04-13,850
1959-04-14,800
1959-04-15,750
1959-04-16,700
1959-04-17,700
1959-04-18,650
1959-04-19,650
1959-04-20,600
1959-04-21,600
1959-04-22,650
1959-04-23,700
1959-04-24,750
1959-04-25,800
1959-04-26,850
1959-04-27,950
1959-04-28,900
1959-04-29,850
1959-04-30,900
1959-05-01,972
1959-05-02,892
1959-05-03,825
1959-05-04,776
1959-05-05,825
1959-05-06,832
1959-05-07,804
1959-05-08,818
1959-05-09,839
1959-05-10,811
1959-05-11,790
1959-05-12,797
1959-05-13,900
1959-05-14,1030
1959-05-15,972
1959-05-16,853
1959-05-17,839
1959-05-18,832
1959-05-19,797
1959-05-20,755
1959-05-21,713
1959-05-22,692
1959-05-23,685
1959-05-24,692
1959-05-25,713
1959-05-26,706
1959-05-27,685
1959-05-28,650
1959-05-29,626
1959-05-30,602
