$DateFormat=yyyy-mm-dd,#Daily_mean_discharge_cfs
1907-10-01,347
1907-10-02,358
1907-10-03,363
1907-10-04,358
1907-10-05,352
1907-10-06,350
1907-10-07,347
1907-10-08,344
1907-10-09,342
1907-10-10,344
1907-10-11,347
1907-10-12,358
1907-10-13,363
1907-10-14,420
1907-10-15,407
1907-10-16,411
1907-10-17,411
1907-10-18,411
1907-10-19,411
1907-10-20,420
1907-10-21,430
1907-10-22,420
1907-10-23,420
1907-10-24,420
1907-10-25,420
1907-10-26,420
1907-10-27,424
1907-10-28,434
1907-10-29,437
1907-10-30,444
1907-10-31,441
1907-11-01,437
1907-11-02,437
1907-11-03,430
1907-11-04,420
1907-11-05,417
1907-11-06,417
1907-11-07,424
1907-11-08,430
1907-11-09,437
1907-11-10,437
1907-11-11,437
1907-11-12,411
1907-11-13,404
1907-11-14,417
1907-11-15,459
1907-11-16,437
1907-11-17,490
1907-11-18,474
1907-11-19,420
1907-11-20,437
1907-11-21,474
1907-11-22,444
1907-11-23,459
1907-11-24,456
1907-11-25,494
1907-11-26,490
1907-11-27,424
1907-11-28,407
1907-11-29,441
1907-11-30,434
1907-12-01,424
1907-12-02,407
1907-12-03,380
1907-12-04,369
1907-12-05,371
1907-12-06,369
1907-12-07,380
1907-12-08,389
1907-12-09,369
1907-12-10,398
1907-12-11,380
1907-12-12,389
1907-12-13,398
1907-12-14,380
1907-12-15,374
1907-12-16,398
1907-12-17,318
1907-12-18,342
1907-12-19,309
1907-12-20,322
1907-12-21,360
1907-12-22,296
1907-12-23,337
1907-12-24,337
1907-12-25,334
1907-12-26,324
1907-12-27,322
1907-12-28,324
1907-12-29,347
1907-12-30,313
1907-12-31,352
1908-01-01,311
1908-01-02,350
1908-01-03,311
1908-01-04,327
1908-01-05,342
1908-01-06,311
1908-01-07,334
1908-01-08,334
1908-01-09,313
1908-01-10,296
1908-01-11,347
1908-01-12,304
1908-01-13,313
1908-01-14,311
1908-01-15,313
1908-01-16,300
1908-01-17,290
1908-01-18,288
1908-01-19,290
1908-01-20,292
1908-01-21,290
1908-01-22,296
1908-01-23,311
1908-01-24,320
1908-01-25,304
1908-01-26,300
1908-01-27,296
1908-01-28,296
1908-01-29,296
1908-01-30,300
1908-01-31,307
1908-02-01,278
1908-02-02,259
1908-02-03,271
1908-02-04,276
1908-02-05,266
1908-02-06,264
1908-02-07,262
1908-02-08,273
1908-02-09,276
1908-02-10,273
1908-02-11,280
1908-02-12,280
1908-02-13,273
1908-02-14,284
1908-02-15,284
1908-02-16,282
1908-02-17,280
1908-02-18,276
1908-02-19,276
1908-02-20,271
1908-02-21,278
1908-02-22,276
1908-02-23,278
1908-02-24,280
1908-02-25,284
1908-02-26,278
1908-02-27,280
1908-02-28,300
1908-02-29,300
1908-03-01,278
1908-03-02,290
1908-03-03,292
1908-03-04,292
1908-03-05,308
1908-03-06,300
1908-03-07,298
1908-03-08,298
1908-03-09,296
1908-03-10,298
1908-03-11,300
1908-03-12,311
1908-03-13,318
1908-03-14,320
1908-03-15,374
1908-03-16,456
1908-03-17,524
