$DateFormat=yyyy-mm-dd,#Daily_mean_discharge_cfs
1964-10-01,756
1964-10-02,790
1964-10-03,938
1964-10-04,938
1964-10-05,900
1964-10-06,886
1964-10-07,872
1964-10-08,872
1964-10-09,865
1964-10-10,886
1964-10-11,908
1964-10-12,900
1964-10-13,872
1964-10-14,852
1964-10-15,930
1964-10-16,938
1964-10-17,914
1964-10-18,882
1964-10-19,842
1964-10-20,810
1964-10-21,810
1964-10-22,795
1964-10-23,788
1964-10-24,765
1964-10-25,750
1964-10-26,735
1964-10-27,714
1964-10-28,742
1964-10-29,758
1964-10-30,772
1964-10-31,788
1964-11-01,802
1964-11-02,810
1964-11-03,802
1964-11-04,780
1964-11-05,758
1964-11-06,735
1964-11-07,714
1964-11-08,686
1964-11-09,672
1964-11-10,658
1964-11-11,646
1964-11-12,620
1964-11-13,594
1964-11-14,570
1964-11-15,523
1964-11-16,502
1964-11-17,496
1964-11-18,496
1964-11-19,496
1964-11-20,485
1964-11-21,475
1964-11-22,450
1964-11-23,450
1964-11-24,523
1964-11-25,772
1964-11-26,693
1964-11-27,646
1964-11-28,576
1964-11-29,534
1964-11-30,632
1964-12-01,728
1964-12-02,765
1964-12-03,750
1964-12-04,714
1964-12-05,679
1964-12-06,646
1964-12-07,606
1964-12-08,552
1964-12-09,600
1964-12-10,588
1964-12-11,576
1964-12-12,496
1964-12-13,512
1964-12-14,490
1964-12-15,460
1964-12-16,250
1964-12-17,270
1964-12-18,390
1964-12-19,480
1964-12-20,590
1964-12-21,700
1964-12-22,900
1964-12-23,1500
1964-12-24,2000
1964-12-25,1750
1964-12-26,1550
1964-12-27,1550
1964-12-28,1400
1964-12-29,1270
1964-12-30,1120
1964-12-31,1050
1965-01-01,946
1965-01-02,758
1965-01-03,834
1965-01-04,834
1965-01-05,772
1965-01-06,765
1965-01-07,728
1965-01-08,679
1965-01-09,652
1965-01-10,626
1965-01-11,552
1965-01-12,546
1965-01-13,564
1965-01-14,570
1965-01-15,570
1965-01-16,576
1965-01-17,564
1965-01-18,534
1965-01-19,518
1965-01-20,502
1965-01-21,523
1965-01-22,523
1965-01-23,502
1965-01-24,480
1965-01-25,502
1965-01-26,496
1965-01-27,512
1965-01-28,512
1965-01-29,523
1965-01-30,518
1965-01-31,570
1965-02-01,546
1965-02-02,507
1965-02-03,455
1965-02-04,518
1965-02-05,540
1965-02-06,534
1965-02-07,485
1965-02-08,502
1965-02-09,507
1965-02-10,475
1965-02-11,386
1965-02-12,440
1965-02-13,440
1965-02-14,475
1965-02-15,426
1965-02-16,470
1965-02-17,502
1965-02-18,512
1965-02-19,518
1965-02-20,558
1965-02-21,518
1965-02-22,534
1965-02-23,440
1965-02-24,518
1965-02-25,570
1965-02-26,552
1965-02-27,600
1965-02-28,632
1965-03-01,582
1965-03-02,564
1965-03-03,552
1965-03-04,540
1965-03-05,546
1965-03-06,570
1965-03-07,594
1965-03-08,626
1965-03-09,665
1965-03-10,686
1965-03-11,665
1965-03-12,639
1965-03-13,594
1965-03-14,620
1965-03-15,600
1965-03-16,564
1965-03-17,460
1965-03-18,440
1965-03-19,496
1965-03-20,465
1965-03-21,546
1965-03-22,518
1965-03-23,475
1965-03-24,435
1965-03-25,470
1965-03-26,507
1965-03-27,460
1965-03-28,485
1965-03-29,475
1965-03-30,475
1965-03-31,480
1965-04-01,496
1965-04-02,613
1965-04-03,679
1965-04-04,665
1965-04-05,700
1965-04-06,788
1965-04-07,858
1965-04-08,987
1965-04-09,1070
1965-04-10,1220
1965-04-11,1240
1965-04-12,1220
1965-04-13,1390
1965-04-14,1840
1965-04-15,1980
1965-04-16,2210
1965-04-17,2090
1965-04-18,1890
1965-04-19,1840
1965-04-20,3530
1965-04-21,5650
1965-04-22,5630
1965-04-23,5360
1965-04-24,5400
1965-04-25,4990
1965-04-26,5050
1965-04-27,5230
1965-04-28,6100
1965-04-29,7430
1965-04-30,9600
1965-05-01,10800
1965-05-02,8640
1965-05-03,7130
1965-05-04,6200
1965-05-05,5490
1965-05-06,4850
1965-05-07,4310
1965-05-08,4000
1965-05-09,4130
1965-05-10,4790
1965-05-11,5910
1965-05-12,8190
1965-05-13,11000
1965-05-14,12700
1965-05-15,13000
1965-05-16,12300
1965-05-17,11800
1965-05-18,9390
1965-05-19,8100
1965-05-20,8100
1965-05-21,8010
