$DateFormat=yyyy-mm-dd,#Daily_mean_discharge_cfs
1983-10-01,11500
1983-10-02,11700
1983-10-03,12100
1983-10-04,12200
1983-10-05,8040
1983-10-06,12500
1983-10-07,12100
1983-10-08,10700
1983-10-09,10900
1983-10-10,9610
1983-10-11,9970
1983-10-12,11200
1983-10-13,10900
1983-10-14,11000
1983-10-15,11800
1983-10-16,10500
1983-10-17,11600
1983-10-18,11600
1983-10-19,10600
1983-10-20,9940
1983-10-21,8860
1983-10-22,9590
1983-10-23,9110
1983-10-24,11100
1983-10-25,11000
1983-10-26,11300
1983-10-27,7560
1983-10-28,8270
1983-10-29,10300
1983-10-30,10700
1983-10-31,10900
1983-11-01,11600
1983-11-02,11000
1983-11-03,11700
1983-11-04,12000
1983-11-05,10900
1983-11-06,8220
1983-11-07,9150
1983-11-08,6890
1983-11-09,9590
1983-11-10,8880
1983-11-11,10400
1983-11-12,9310
1983-11-13,8170
1983-11-14,9970
1983-11-15,10300
1983-11-16,9910
1983-11-17,9020
1983-11-18,10200
1983-11-19,11300
1983-11-20,11400
1983-11-21,11700
1983-11-22,11800
1983-11-23,12200
1983-11-24,11300
1983-11-25,11700
1983-11-26,12300
1983-11-27,12900
1983-11-28,12100
1983-11-29,12200
1983-11-30,11600
1983-12-01,12000
1983-12-02,10800
1983-12-03,10200
1983-12-04,11700
1983-12-05,12400
1983-12-06,11100
1983-12-07,9740
1983-12-08,11000
1983-12-09,9560
1983-12-10,10100
1983-12-11,9870
1983-12-12,8800
1983-12-13,9140
1983-12-14,6940
1983-12-15,9150
1983-12-16,8510
1983-12-17,10600
1983-12-18,8400
1983-12-19,8000
1983-12-20,7500
1983-12-21,7200
1983-12-22,8000
1983-12-23,9000
1983-12-24,10000
1983-12-25,10500
1983-12-26,11500
1983-12-27,12000
1983-12-28,13000
1983-12-29,14000
1983-12-30,14500
1983-12-31,14000
1984-01-01,14000
1984-01-02,15000
1984-01-03,14000
1984-01-04,13500
1984-01-05,14000
1984-01-06,14500
1984-01-07,15000
1984-01-08,13000
1984-01-09,11800
1984-01-10,11200
1984-01-11,11400
1984-01-12,11000
1984-01-13,10900
1984-01-14,11800
1984-01-15,12000
1984-01-16,12000
1984-01-17,11900
1984-01-18,12000
1984-01-19,12000
1984-01-20,11500
1984-01-21,11800
1984-01-22,13500
1984-01-23,12500
1984-01-24,12000
1984-01-25,11500
1984-01-26,10600
1984-01-27,10900
1984-01-28,10300
1984-01-29,11600
1984-01-30,12400
1984-01-31,12400
1984-02-01,11600
1984-02-02,11800
1984-02-03,10800
1984-02-04,10800
1984-02-05,11200
1984-02-06,11100
1984-02-07,11300
1984-02-08,11100
1984-02-09,11100
1984-02-10,11200
1984-02-11,10800
1984-02-12,11000
1984-02-13,10900
1984-02-14,11500
1984-02-15,11300
1984-02-16,11300
1984-02-17,10200
1984-02-18,9690
1984-02-19,10100
1984-02-20,10100
1984-02-21,9450
1984-02-22,9380
1984-02-23,8990
1984-02-24,8850
1984-02-25,9940
1984-02-26,9890
1984-02-27,10300
1984-02-28,10300
1984-02-29,9820
1984-03-01,10100
1984-03-02,10900
1984-03-03,11000
1984-03-04,10400
1984-03-05,10000
1984-03-06,10800
1984-03-07,11500
1984-03-08,11100
1984-03-09,11000
1984-03-10,10900
1984-03-11,10400
1984-03-12,10300
1984-03-13,9250
1984-03-14,9190
1984-03-15,9400
1984-03-16,9390
1984-03-17,9150
1984-03-18,8940
1984-03-19,8580
1984-03-20,8430
1984-03-21,7810
1984-03-22,8090
1984-03-23,8410
1984-03-24,8570
1984-03-25,9280
1984-03-26,5800
1984-03-27,8210
1984-03-28,8110
1984-03-29,8060
1984-03-30,8360
1984-03-31,8450
1984-04-01,8020
1984-04-02,6950
1984-04-03,6610
1984-04-04,6770
1984-04-05,7590
1984-04-06,7510
1984-04-07,8090
1984-04-08,7920
1984-04-09,7880
1984-04-10,6950
1984-04-11,7340
1984-04-12,7700
1984-04-13,7770
1984-04-14,7900
1984-04-15,7830
1984-04-16,7790
1984-04-17,7700
1984-04-18,8200
1984-04-19,8010
1984-04-20,9440
1984-04-21,10600
1984-04-22,10000
1984-04-23,10500
1984-04-24,10100
1984-04-25,11400
1984-04-26,11300
1984-04-27,11600
1984-04-28,9950
1984-04-29,11200
1984-04-30,10800
1984-05-01,11200
1984-05-02,9890
1984-05-03,11300
1984-05-04,11900
1984-05-05,11300
1984-05-06,12400
1984-05-07,12200
1984-05-08,12100
1984-05-09,11800
1984-05-10,11600
1984-05-11,11700
1984-05-12,11600
1984-05-13,11600
1984-05-14,11800
1984-05-15,10400
1984-05-16,8890
1984-05-17,8790
1984-05-18,6970
1984-05-19,6220
1984-05-20,6980
1984-05-21,6610
1984-05-22,7040
1984-05-23,6490
1984-05-24,4810
1984-05-25,3590
1984-05-26,2930
1984-05-27,2890
1984-05-28,2790
1984-05-29,2670
1984-05-30,2980
1984-05-31,3890
1984-06-01,10300
1984-06-02,13900
1984-06-03,13900
1984-06-04,13900
1984-06-05,13700
1984-06-06,13200
1984-06-07,13500
1984-06-08,14100
1984-06-09,13800
1984-06-10,22700
1984-06-11,23300
1984-06-12,18800
1984-06-13,17300
1984-06-14,17900
1984-06-15,23100
1984-06-16,28200
1984-06-17,30500
1984-06-18,30700
1984-06-19,23000
1984-06-20,18800
1984-06-21,22000
1984-06-22,28700
1984-06-23,30100
1984-06-24,29500
1984-06-25,20800
1984-06-26,14600
1984-06-27,20800
1984-06-28,25500
1984-06-29,36400
1984-06-30,31100
1984-07-01,27600
1984-07-02,15600
1984-07-03,18000
1984-07-04,18700
1984-07-05,18700
1984-07-06,16500
1984-07-07,13000
1984-07-08,12700
1984-07-09,12400
1984-07-10,12500
1984-07-11,15900
1984-07-12,14900
1984-07-13,11600
1984-07-14,11400
1984-07-15,10800
1984-07-16,10600
1984-07-17,9420
1984-07-18,10100
1984-07-19,8120
1984-07-20,4940
1984-07-21,6290
1984-07-22,6050
1984-07-23,9590
1984-07-24,8020
1984-07-25,7830
1984-07-26,7200
1984-07-27,7300
1984-07-28,8040
1984-07-29,7470
1984-07-30,7160
1984-07-31,7980
1984-08-01,7190
1984-08-02,7900
1984-08-03,7950
1984-08-04,7300
1984-08-05,6330
1984-08-06,7500
1984-08-07,7530
1984-08-08,6770
1984-08-09,5540
1984-08-10,7370
1984-08-11,6870
1984-08-12,5560
1984-08-13,5700
1984-08-14,5840
1984-08-15,5630
1984-08-16,5990
1984-08-17,4950
1984-08-18,6900
1984-08-19,4830
1984-08-20,5250
1984-08-21,5320
1984-08-22,4310
1984-08-23,5370
1984-08-24,5560
1984-08-25,8390
1984-08-26,9600
1984-08-27,9390
1984-08-28,8360
1984-08-29,7830
1984-08-30,10700
1984-08-31,10500
1984-09-01,10400
1984-09-02,11900
1984-09-03,12100
1984-09-04,11700
1984-09-05,10600
1984-09-06,9960
1984-09-07,11000
1984-09-08,11100
1984-09-09,8050
1984-09-10,10000
1984-09-11,7980
1984-09-12,7570
1984-09-13,7740
1984-09-14,8160
1984-09-15,9130
1984-09-16,11700
1984-09-17,12300
1984-09-18,10300
1984-09-19,11000
1984-09-20,8770
1984-09-21,9450
1984-09-22,7430
1984-09-23,7360
1984-09-24,7520
1984-09-25,5980
1984-09-26,5580
1984-09-27,6560
1984-09-28,5800
1984-09-29,6140
1984-09-30,4500
1984-10-01,5440
1984-10-02,5980
1984-10-03,9330
1984-10-04,10100
1984-10-05,10300
1984-10-06,11300
1984-10-07,11700
1984-10-08,11800
1984-10-09,11900
1984-10-10,11300
1984-10-11,11000
1984-10-12,11400
1984-10-13,11300
1984-10-14,11400
1984-10-15,11800
1984-10-16,11200
1984-10-17,11700
1984-10-18,10700
1984-10-19,9140
1984-10-20,9410
1984-10-21,9730
1984-10-22,9640
1984-10-23,9710
1984-10-24,9800
1984-10-25,9340
1984-10-26,10100
1984-10-27,11100
1984-10-28,10400
1984-10-29,10200
1984-10-30,8620
1984-10-31,8170
1984-11-01,7980
1984-11-02,9160
1984-11-03,9910
1984-11-04,9910
1984-11-05,10000
1984-11-06,9550
1984-11-07,9770
1984-11-08,9890
1984-11-09,9650
1984-11-10,9260
1984-11-11,9160
1984-11-12,9550
1984-11-13,9790
1984-11-14,9990
1984-11-15,10200
1984-11-16,9380
1984-11-17,9360
1984-11-18,9630
1984-11-19,10500
1984-11-20,10100
1984-11-21,10200
1984-11-22,9420
1984-11-23,9380
1984-11-24,9860
1984-11-25,10000
1984-11-26,9820
1984-11-27,10200
1984-11-28,9420
1984-11-29,9050
1984-11-30,9620
1984-12-01,9590
1984-12-02,10700
1984-12-03,10200
1984-12-04,10300
1984-12-05,10100
1984-12-06,10000
1984-12-07,9270
1984-12-08,9090
1984-12-09,9420
1984-12-10,9860
1984-12-11,10300
1984-12-12,11500
1984-12-13,12100
1984-12-14,11800
1984-12-15,11600
1984-12-16,12100
1984-12-17,12000
1984-12-18,11700
1984-12-19,12800
1984-12-20,13000
1984-12-21,13500
1984-12-22,13000
1984-12-23,12000
1984-12-24,11700
1984-12-25,10900
1984-12-26,11600
1984-12-27,11200
1984-12-28,11900
1984-12-29,11500
1984-12-30,11400
1984-12-31,11500
1985-01-01,12300
1985-01-02,13300
1985-01-03,13000
1985-01-04,10800
1985-01-05,9820
1985-01-06,11500
1985-01-07,10900
1985-01-08,12000
1985-01-09,12200
1985-01-10,11600
1985-01-11,12400
1985-01-12,11700
1985-01-13,10900
