# Created by WEAP: 12/14/2020 6:12:16 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CO_SW_Lwr Gunnison (1,115,151 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (294,947 ha),  2000 - 3000 m (658,718 ha),  3000 - 4000 m (161,028 ha),  4000 - 5000 m (457 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 4000 to 5000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 4000 to 5000 m

1970, 1, 7.63, 28.15, 59.3, 67.19, -1.554, -6.074, -9.867, -10.97, 2.442, 2.455, 2.452, 2.25
1970, 2, 1.818, 11.72, 25.61, 30.71, 3.921, -1.27, -5.785, -7.528, 2.054, 2.078, 2.084, 2.02
1970, 3, 35.54, 103.8, 126.5, 97.87, 3.62, -1.322, -5.749, -7.937, 2.52, 2.543, 2.553, 2.591
1970, 4, 26.83, 62.51, 101.6, 98.54, 6.969, 2.152, -2.272, -4.475, 2.983, 2.975, 2.957, 2.987
1970, 5, 4.042, 8.951, 11.97, 10, 16.23, 10.96, 6.568, 4.522, 2.158, 2.167, 2.165, 2.261
1970, 6, 31.43, 42.29, 62.53, 63.4, 19.87, 14.64, 10.06, 7.437, 2.389, 2.394, 2.389, 2.475
1970, 7, 19.35, 44.59, 70.05, 85.6, 23.66, 18.61, 13.95, 10.99, 1.577, 1.547, 1.508, 1.505
1970, 8, 24.48, 58.12, 92.98, 117.3, 23.54, 18.57, 13.94, 10.93, 1.53, 1.499, 1.471, 1.494
1970, 9, 67.7, 101.5, 143.9, 169.4, 16.29, 11.63, 7.429, 5.241, 2.631, 2.597, 2.555, 2.529
1970, 10, 38.41, 70.5, 113.3, 136.6, 8.461, 3.966, -0.06789, -1.982, 2.497, 2.528, 2.556, 2.577
1970, 11, 17.52, 50.5, 99.01, 138.2, 4.564, -0.04264, -4.01, -5.616, 2.99, 3.003, 3.005, 2.952
1970, 12, 18.61, 45.08, 69.46, 53.58, -0.3952, -5.061, -8.934, -9.922, 2.683, 2.683, 2.663, 2.507
1971, 1, 8.389, 20.29, 30.44, 27.61, -2.191, -6.072, -9.29, -9.679, 2.499, 2.555, 2.589, 2.355
1971, 2, 13.08, 47.04, 101.4, 121.1, 0.4815, -4.074, -8.116, -9.749, 2.63, 2.675, 2.709, 2.65
1971, 3, 3.177, 20.32, 42.71, 45.89, 4.98, 0.08768, -4.219, -5.97, 3.019, 3.055, 3.078, 3.009
1971, 4, 19.5, 40.53, 60.82, 59.74, 9.98, 5.014, 0.7133, -1.333, 2.632, 2.604, 2.558, 2.608
1971, 5, 26.93, 42.29, 58.6, 68.1, 14.18, 9.058, 4.646, 2.272, 2.416, 2.422, 2.416, 2.476
1971, 6, 0.6903, 2.039, 5.596, 9.793, 21.19, 15.9, 11.29, 8.766, 2.313, 2.272, 2.223, 2.252
1971, 7, 18.75, 31.29, 45.94, 47.92, 24.15, 18.84, 14.08, 11.5, 2.007, 1.943, 1.867, 1.855
1971, 8, 24.03, 54.03, 73.08, 96.83, 23.64, 18.43, 13.68, 10.89, 1.528, 1.47, 1.41, 1.437
1971, 9, 25.58, 43.47, 64.23, 71.03, 16.36, 11.53, 7.356, 5.411, 2.892, 2.859, 2.814, 2.75
1971, 10, 47.09, 71.68, 98.34, 127.2, 10.84, 6.188, 2.228, 0.21, 2.622, 2.607, 2.582, 2.528
1971, 11, 27.98, 52.86, 86.89, 95.34, 3.221, -1.003, -4.73, -6.425, 2.11, 2.145, 2.165, 2.075
1971, 12, 31.5, 82.69, 121.5, 136.5, -3.389, -7.717, -11.36, -12.08, 2.502, 2.501, 2.481, 2.368
1972, 1, 4.526, 21.68, 43.36, 34.6, -1.288, -6.56, -10.71, -11.4, 2.96, 2.992, 3.001, 2.733
1972, 2, 0.4934, 5.866, 15.19, 19.77, 3.096, -2.22, -6.61, -8.039, 2.579, 2.616, 2.637, 2.486
1972, 3, 3.095, 18.05, 42.78, 54.91, 8.969, 3.841, -0.5296, -2.501, 2.489, 2.54, 2.574, 2.529
1972, 4, 7.943, 28.71, 56.77, 62.04, 11.47, 6.214, 1.859, -0.3498, 3.267, 3.254, 3.231, 3.229
1972, 5, 7.626, 11.91, 18.61, 19.01, 15.61, 10.4, 6.134, 3.829, 1.946, 1.94, 1.923, 1.94
1972, 6, 16.44, 38.02, 49.44, 48.91, 21.28, 16.08, 11.6, 8.983, 2.219, 2.176, 2.124, 2.172
1972, 7, 9.337, 21.17, 32.04, 53.69, 24.17, 18.86, 14.16, 11.61, 2.198, 2.121, 2.03, 2.087
1972, 8, 6.568, 18.29, 34.5, 45.87, 22.91, 17.75, 13.06, 10.29, 1.509, 1.477, 1.442, 1.469
1972, 9, 36.69, 66.7, 98.83, 91.11, 17.97, 13.2, 8.812, 6.462, 2.496, 2.482, 2.463, 2.334
1972, 10, 88.43, 131, 180.4, 180.2, 11.57, 6.91, 3.112, 1.336, 2.357, 2.342, 2.319, 2.285
