# Created by WEAP: 4/13/2020 6:09:59 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\WEAP Areas\SWHydroSwitch\ClimateData\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: Western Snake (2,946,402 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (1,639,504 ha),  1000 - 2000 m (1,207,913 ha),  2000 - 3000 m (98,985 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 133.6, 222.5, 351.7, -0.2549, -2.554, -6.728, 3.622, 3.554, 3.467
1970, 2, 52.81, 70.19, 105.5, 4.584, 1.207, -3.591, 3.035, 2.813, 2.683
1970, 3, 37.85, 75.04, 129.2, 4.947, 1.156, -3.551, 2.592, 2.461, 2.397
1970, 4, 28.73, 49.6, 56.91, 6.902, 2.708, -2.028, 3.06, 2.871, 2.773
1970, 5, 21.32, 61, 115.6, 14.04, 9.926, 5.268, 1.943, 1.905, 1.869
1970, 6, 35.08, 64.05, 82.52, 20.24, 15.9, 11.35, 2.14, 2.019, 1.957
1970, 7, 28.66, 39.8, 34.52, 23.14, 19.03, 14.49, 1.686, 1.589, 1.533
1970, 8, 1.773, 1.733, 0.4749, 22.4, 18.89, 14.67, 1.711, 1.722, 1.693
1970, 9, 27.39, 83.63, 118, 13.96, 10.02, 5.53, 2.288, 2.197, 2.158
1970, 10, 37.21, 70.58, 112.4, 9.521, 5.676, 0.8184, 2.528, 2.436, 2.374
1970, 11, 61.04, 110, 162.3, 4.468, 1.12, -3.561, 3.681, 3.445, 3.311
1970, 12, 37.44, 78.97, 161.4, -0.2066, -4.75, -9.921, 3.615, 3.392, 3.248
1971, 1, 60.35, 135.8, 224, 1.512, -2.14, -7.464, 4.224, 3.81, 3.581
1971, 2, 34.72, 65.95, 93.47, 3.108, -0.4793, -5.659, 3.144, 2.917, 2.762
